id	text
en-JP_119	How long (in days) is marriage leave in Japan? (Provide Arabic numerals (e.g., 12) only.)
en-JP_120	What is the typical retirement age for women in Japan? (Provide Arabic numerals (e.g., 12) only.)
en-JP_121	What is the typical retirement age for men in Japan? (Provide Arabic numerals (e.g., 12) only.)
en-JP_122	Which profession is the most respected in Japan?
en-JP_123	What is the duration (in hours) of a typical workday in Japan? (Provide Arabic numerals (0~24) only.)
en-JP_124	Which occupation is most preferred among females in Japan?
en-JP_125	Which occupation is most preferred among males in Japan?
en-JP_126	On average, how far do students typically pursue their education in Japan? (e.g., primary, secondary school)
en-JP_127	What language is taught in schools in Japan besides English?
en-JP_128	What days of the week are schools closed in Japan?
en-JP_129	What food do the hosts usually prepare for the guests in Japan?
en-JP_130	What is the usual drink consumed during breakfast in Japan?
en-JP_131	Except the food original from Japan, which country's food is more popular in Japan?
en-JP_132	What food is usually prepared for a family picnic in Japan?
en-JP_133	Which food from Japan is considered disgusting by the rest of the world?
en-JP_134	What is the name of the popular bread in Japan?
en-JP_135	What time of day are government offices closed in Japan? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-JP_136	What is the normal start time of government offices in Japan? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-JP_137	What national holiday has the longest duration in Japan?
en-JP_138	What is installed in front of the house when a family member dies in Japan?
en-JP_139	When is a pregnancy celebration or ceremony usually held in Japan?
en-JP_140	What event is usually held before a wedding in Japan?
en-JP_141	What is usually given to children during (Lunar) New Year in Japan?
en-JP_142	What is the most popular tourist attraction for foreign visitors in Japan?
en-JP_143	What is the most popular religious sites (temple, church, etc.) for tourism in Japan?
en-JP_144	What clothes do women usually wear on graduation ceremony in Japan?
en-JP_145	What drink is commonly consumed in Japan when the weather is cold?
en-JP_146	What carbohydrate is usually served with chicken in a fast-food restaurant in Japan?
en-JP_147	What is the most famous martial art sports in Japan?
en-JP_148	What sports are often broadcasted on national television in Japan?
en-JP_149	What sports were popular among people from Japan during the COVID-19 pandemic?
en-JP_150	What football teams in Japan are famous for their intense rivalry? (e.g. ___ vs ___)
en-JP_151	What are the names of football supporters in Japan who are famous for their intense rivalry? (e.g. ___ vs ___)
en-JP_152	Who is the most famous male badminton player in Japan?
en-JP_153	Who is the most famous female badminton player in Japan?
en-JP_154	What sport gets the most support from the government in Japan?
en-JP_155	What sports field facilities are usually available at schools in Japan?
en-JP_156	What cafe beverage do people from Japan most commonly enjoy?
en-JP_157	What is the preferred hangover cure food for people from Japan?
en-JP_158	What is the typical delivery food in Japan?
en-JP_159	What type of meat is consumed most by people from Japan?
en-JP_160	What fruit do people from Japan often eat in the autumn season?
en-JP_161	What side dish is the most commonly served on a dining table in Japan?
en-JP_162	What do people from Japan eat while watching a football game?
en-JP_163	What is the representative nourishing food in Japan?
en-JP_164	Who is the most famous football player in Japan?
en-JP_165	What sports do male students enjoy during lunch time at school in Japan?
en-JP_166	What is the most common sport girls participate in during physical education classes in Japan?
en-JP_167	Who is the most popular volleyball player in Japan?
en-JP_168	What sports event do people from Japan passionately support the most in international competitions?
en-JP_169	Which country is considered the biggest rival in football matches for Japan?
en-JP_170	What type of sports academies do children attend the most in Japan?
en-JP_171	What is the most commonly eaten food in sports stadiums while watching games in Japan?
en-JP_172	What are the typical sports played at Japan's school sports day?
en-JP_173	What are the popular sports among the middle-aged population in Japan?
en-JP_174	Who is the most popular winter sports player in Japan?
en-JP_175	Who is the most famous swimmer in Japan?
en-JP_176	What is the most popular e-sports game in Japan?
en-JP_177	What symbolic food do people from Japan eat on (Lunar) New Year?
en-JP_178	What is the most popular domestic vacation spot for people from Japan?
en-JP_179	What is the most common wedding gift between bride and groom in Japan?
en-JP_180	What is typically given as a congratulatory gesture when attending a friend's wedding in Japan?
en-JP_181	How long (in days) does a funeral typically last in Japan? (Provide Arabic numerals (e.g., 12) only.)
en-JP_182	What should you prepare as a condolence offering when attending a funeral in Japan?
en-JP_183	What type of food is commonly provided at funeral parlors in Japan?
en-JP_184	What do people do in Japan in the morning of the (Lunar) New Year?
en-JP_185	When is the day with Japan's most severe nationwide traffic congestion?
en-JP_186	What is the most popular honeymoon destination in Japan?
en-JP_187	What is the most important national holiday in Japan?
en-JP_188	Where do people from Japan go to celebrate New Year's Day?
en-JP_189	When is the weekend in Japan (e.g. Monday, Tuesday)?
en-JP_190	At what time do most people start work in Japan? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-JP_191	At what time do most people finish work in Japan? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-JP_192	What is considered to be a secure job in Japan?
en-JP_193	Which city is the primary commercial hub in Japan?
en-JP_194	What is the industry that pays the best in Japan?
en-JP_195	What is the most famous public corporation in Japan?
en-JP_196	What is the most famous dish in Japan?
en-JP_197	What do people usually have for breakfast in Japan?
en-JP_198	When do people usually have lunch in Japan? (Provide in HH:MM format (e.g., 18:00, 09:00).)
en-JP_199	What is typically indispensable in meals in Japan?
en-JP_200	What is a typical festive meal in Japan?
en-JP_201	Which fruit do people usually offer tourists/visitors from abroad in Japan?
en-JP_202	Which food do people usually offer as charity in Japan?
en-JP_203	What is the cheapest fast food in Japan?
en-JP_204	What do people usually have with tea in Japan?
en-JP_205	What do people have with coffee in Japan?
en-JP_206	What is the most popular traditional food in Japan?
en-JP_207	What is the most popular dipping sauce in Japan?
en-JP_208	What food is usually prepared when mothers give birth in Japan?
en-JP_209	Who is the most popular female sportperson in Japan?
en-JP_210	Where do most primary school students prepare for their exams in Japan?
en-JP_211	In Japan, at which grade level do students take their first national-level examination?
en-JP_212	Which region in Japan is widely known for its coffee/tea industry?
en-JP_213	Which region in Japan is widely known for its livestock industry?
en-JP_214	Which animal is typically used for transportation in Japan?
en-JP_215	What is the most popular comic book for children to read in Japan?
en-JP_216	What is the most popular YouTube channel for children in Japan?
en-JP_217	What is the most popular talk show in Japan?
en-JP_218	What is the most famous religious holiday in Japan?
en-JP_219	What is the busiest month for weddings in Japan? (Provide Arabic numerals (e.g., 1) only.)
